detailref;entryref;linenumber;linenumbercounter;accmainid;accmainiddesc;accsubid;accsubdesc;amount;debitcreditcode;postingdate;documenttype;doctypedesc;documentnumber;documentreference;entrynumbercounter;documentdate;paymentmethod;detailcomment;erpno;divisionno;enteredby;entereddate;entrynumber;entrycomment
912752;344571;92;31;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000030;00000000000000000000000000000193;31;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000193;00000000000000000000000000000193 numaralý iþlem
912753;344571;93;31;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000030;00000000000000000000000000000193;31;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000193;00000000000000000000000000000193 numaralý iþlem
912754;344572;94;32;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000031;00000000000000000000000000000194;32;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000194;00000000000000000000000000000194 numaralý iþlem
912755;344572;95;32;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000031;00000000000000000000000000000194;32;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000194;00000000000000000000000000000194 numaralý iþlem
912756;344572;96;32;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000031;00000000000000000000000000000194;32;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000194;00000000000000000000000000000194 numaralý iþlem
912757;344573;97;33;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000032;00000000000000000000000000000195;33;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000195;00000000000000000000000000000195 numaralý iþlem
912758;344573;98;33;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000032;00000000000000000000000000000195;33;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000195;00000000000000000000000000000195 numaralý iþlem
912759;344573;99;33;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000032;00000000000000000000000000000195;33;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000195;00000000000000000000000000000195 numaralý iþlem
912760;344574;100;34;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000033;00000000000000000000000000000196;34;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000196;00000000000000000000000000000196 numaralý iþlem
912761;344574;101;34;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000033;00000000000000000000000000000196;34;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000196;00000000000000000000000000000196 numaralý iþlem
912762;344574;102;34;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000033;00000000000000000000000000000196;34;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000196;00000000000000000000000000000196 numaralý iþlem
912763;344575;103;35;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000034;00000000000000000000000000000197;35;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000197;00000000000000000000000000000197 numaralý iþlem
912764;344575;104;35;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000034;00000000000000000000000000000197;35;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000197;00000000000000000000000000000197 numaralý iþlem
912765;344575;105;35;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000034;00000000000000000000000000000197;35;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000197;00000000000000000000000000000197 numaralý iþlem
912766;344576;106;36;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000035;00000000000000000000000000000198;36;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000198;00000000000000000000000000000198 numaralý iþlem
912767;344576;107;36;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000035;00000000000000000000000000000198;36;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000198;00000000000000000000000000000198 numaralý iþlem
912768;344576;108;36;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000035;00000000000000000000000000000198;36;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000198;00000000000000000000000000000198 numaralý iþlem
912769;344577;109;37;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000036;00000000000000000000000000000199;37;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000199;00000000000000000000000000000199 numaralý iþlem
912770;344577;110;37;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000036;00000000000000000000000000000199;37;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000199;00000000000000000000000000000199 numaralý iþlem
912771;344577;111;37;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000036;00000000000000000000000000000199;37;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000199;00000000000000000000000000000199 numaralý iþlem
912772;344578;112;38;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000037;00000000000000000000000000000200;38;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000200;00000000000000000000000000000200 numaralý iþlem
912773;344578;113;38;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000037;00000000000000000000000000000200;38;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000200;00000000000000000000000000000200 numaralý iþlem
912774;344578;114;38;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000037;00000000000000000000000000000200;38;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000200;00000000000000000000000000000200 numaralý iþlem
912775;344579;115;39;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000038;00000000000000000000000000000201;39;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000201;00000000000000000000000000000201 numaralý iþlem
912776;344579;116;39;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000038;00000000000000000000000000000201;39;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000201;00000000000000000000000000000201 numaralý iþlem
912777;344579;117;39;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000038;00000000000000000000000000000201;39;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000201;00000000000000000000000000000201 numaralý iþlem
912778;344580;118;40;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000039;00000000000000000000000000000202;40;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000202;00000000000000000000000000000202 numaralý iþlem
912779;344580;119;40;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000039;00000000000000000000000000000202;40;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000202;00000000000000000000000000000202 numaralý iþlem
912780;344580;120;40;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000039;00000000000000000000000000000202;40;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000202;00000000000000000000000000000202 numaralý iþlem
912781;344581;121;41;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000040;00000000000000000000000000000203;41;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000203;00000000000000000000000000000203 numaralý iþlem
912782;344581;122;41;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000040;00000000000000000000000000000203;41;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000203;00000000000000000000000000000203 numaralý iþlem
912783;344581;123;41;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000040;00000000000000000000000000000203;41;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000203;00000000000000000000000000000203 numaralý iþlem
912784;344582;124;42;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000041;00000000000000000000000000000204;42;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000204;00000000000000000000000000000204 numaralý iþlem
912785;344582;125;42;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000041;00000000000000000000000000000204;42;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000204;00000000000000000000000000000204 numaralý iþlem
912786;344582;126;42;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000041;00000000000000000000000000000204;42;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000204;00000000000000000000000000000204 numaralý iþlem
912787;344583;127;43;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000042;00000000000000000000000000000205;43;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000205;00000000000000000000000000000205 numaralý iþlem
912788;344583;128;43;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000042;00000000000000000000000000000205;43;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000205;00000000000000000000000000000205 numaralý iþlem
912789;344583;129;43;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000042;00000000000000000000000000000205;43;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000205;00000000000000000000000000000205 numaralý iþlem
912790;344584;130;44;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000043;00000000000000000000000000000206;44;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000206;00000000000000000000000000000206 numaralý iþlem
912791;344584;131;44;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000043;00000000000000000000000000000206;44;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000206;00000000000000000000000000000206 numaralý iþlem
912792;344584;132;44;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000043;00000000000000000000000000000206;44;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000206;00000000000000000000000000000206 numaralý iþlem
912793;344585;133;45;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000044;00000000000000000000000000000207;45;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000207;00000000000000000000000000000207 numaralý iþlem
912794;344585;134;45;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000044;00000000000000000000000000000207;45;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000207;00000000000000000000000000000207 numaralý iþlem
912795;344585;135;45;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000044;00000000000000000000000000000207;45;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000207;00000000000000000000000000000207 numaralý iþlem
912796;344586;136;46;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000045;00000000000000000000000000000208;46;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000208;00000000000000000000000000000208 numaralý iþlem
912797;344586;137;46;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000045;00000000000000000000000000000208;46;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000208;00000000000000000000000000000208 numaralý iþlem
912798;344586;138;46;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000045;00000000000000000000000000000208;46;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000208;00000000000000000000000000000208 numaralý iþlem
912799;344587;139;47;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000046;00000000000000000000000000000209;47;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000209;00000000000000000000000000000209 numaralý iþlem
912800;344587;140;47;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000046;00000000000000000000000000000209;47;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000209;00000000000000000000000000000209 numaralý iþlem
912801;344587;141;47;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000046;00000000000000000000000000000209;47;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000209;00000000000000000000000000000209 numaralý iþlem
912802;344588;142;48;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000047;00000000000000000000000000000210;48;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000210;00000000000000000000000000000210 numaralý iþlem
912803;344588;143;48;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000047;00000000000000000000000000000210;48;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000210;00000000000000000000000000000210 numaralý iþlem
912804;344588;144;48;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000047;00000000000000000000000000000210;48;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000210;00000000000000000000000000000210 numaralý iþlem
912805;344589;145;49;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000048;00000000000000000000000000000211;49;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000211;00000000000000000000000000000211 numaralý iþlem
912806;344589;146;49;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000048;00000000000000000000000000000211;49;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000211;00000000000000000000000000000211 numaralý iþlem
912807;344589;147;49;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000048;00000000000000000000000000000211;49;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000211;00000000000000000000000000000211 numaralý iþlem
912808;344590;148;50;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-01;invoice;NULL;000049;00000000000000000000000000000212;50;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000212;00000000000000000000000000000212 numaralý iþlem
912809;344590;149;50;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-01;invoice;NULL;000049;00000000000000000000000000000212;50;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000212;00000000000000000000000000000212 numaralý iþlem
912810;344590;150;50;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-01;invoice;NULL;000049;00000000000000000000000000000212;50;2013-01-01;NULL;;00101;0;H.A.;2013-01-01;00000000000000000000000000000212;00000000000000000000000000000212 numaralý iþlem
912811;344591;151;51;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000000;00000000000000000000000000000213;51;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000213;00000000000000000000000000000213 numaralý iþlem
912812;344591;152;51;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000000;00000000000000000000000000000213;51;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000213;00000000000000000000000000000213 numaralý iþlem
912813;344592;153;52;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000001;00000000000000000000000000000214;52;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000214;00000000000000000000000000000214 numaralý iþlem
912814;344592;154;52;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000001;00000000000000000000000000000214;52;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000214;00000000000000000000000000000214 numaralý iþlem
912815;344593;155;53;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000002;00000000000000000000000000000215;53;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000215;00000000000000000000000000000215 numaralý iþlem
912816;344593;156;53;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000002;00000000000000000000000000000215;53;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000215;00000000000000000000000000000215 numaralý iþlem
912817;344594;157;54;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000003;00000000000000000000000000000216;54;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000216;00000000000000000000000000000216 numaralý iþlem
912818;344594;158;54;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000003;00000000000000000000000000000216;54;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000216;00000000000000000000000000000216 numaralý iþlem
912819;344595;159;55;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000004;00000000000000000000000000000217;55;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000217;00000000000000000000000000000217 numaralý iþlem
912820;344595;160;55;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000004;00000000000000000000000000000217;55;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000217;00000000000000000000000000000217 numaralý iþlem
912821;344596;161;56;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000005;00000000000000000000000000000218;56;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000218;00000000000000000000000000000218 numaralý iþlem
912822;344596;162;56;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000005;00000000000000000000000000000218;56;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000218;00000000000000000000000000000218 numaralý iþlem
912823;344597;163;57;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000006;00000000000000000000000000000219;57;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000219;00000000000000000000000000000219 numaralý iþlem
912824;344597;164;57;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000006;00000000000000000000000000000219;57;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000219;00000000000000000000000000000219 numaralý iþlem
912825;344598;165;58;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000007;00000000000000000000000000000220;58;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000220;00000000000000000000000000000220 numaralý iþlem
912826;344598;166;58;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-01;check;NULL;CEK000007;00000000000000000000000000000220;58;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000220;00000000000000000000000000000220 numaralý iþlem
912827;344599;167;59;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-01;check;NULL;CEK000008;00000000000000000000000000000221;59;2013-01-01;Çek;;00101;0;H.A.;2013-01-01;00000000000000000000000000000221;00000000000000000000000000000221 numaralý iþlem
